stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas,hts_kor_isnm,stck_shrn_iscd
2023-05-30,72300,71300,72300,71200,27476896,1975022852326,00,0.00,N,2,2000,,삼성전자,005930
